Subsystem,Tag,NodeId pattern,Implementation status,Control owner,Normal authority,Multiplicity,Authoritative/current source,Production exposure,Allowed states,Alarm class,Interlock relevance,DCS access,Poll ms,History rate
Channels,Offset,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Offset,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",READ_OFFSET_*,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,Gain,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Gain,REQUIRED PRODUCTION,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",ChannelConfig.gain + readback contract,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,CurrentMonitorRaw,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.CurrentMonitorRaw,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",READ_CURRENT_MONITOR,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,Current,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Current,REQUIRED PRODUCTION,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",current monitor + calibration,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,TriggerEnabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerEnabled,LOCAL READABLE,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",triggerEnableLow/High,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,FullStreamEnabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.FullStreamEnabled,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",ConfigureRequest.full_stream_channels,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,TriggerThreshold,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerThreshold,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",TriggerChannelSnapshot.threshold,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,TriggerRecordCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerRecordCount,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",TriggerChannelSnapshot.record_count,Baseline DCS,All states,Run context,No,Read-Only,30000,30000
Channels,TriggerBusyCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerBusyCount,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",TriggerChannelSnapshot.busy_count,Baseline DCS,All states,Run context,No,Read-Only,30000,30000
Channels,TriggerFullCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerFullCount,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",TriggerChannelSnapshot.full_count,Baseline DCS,All states,Run context,No,Read-Only,30000,30000
Channels,TriggerRate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerRate,REQUIRED PRODUCTION,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",delta(record_count)/delta(time),Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,BusyFraction,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.BusyFraction,REQUIRED PRODUCTION,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",delta(busy)/defined opportunity denominator,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Channels,PacketCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.PacketCount,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",ChannelInfo.total_packets,Baseline DCS,All states,Run context,No,Read-Only,30000,30000
Channels,PacketRate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.PacketRate,REQUIRED PRODUCTION,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",ChannelInfo.new_packets / interval,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
Run Configuration,SelfTriggerThreshold,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerThreshold,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.self_trigger_threshold,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,SelfTriggerXcorr,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerXcorr,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.self_trigger_xcorr,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,TriggerPrimitiveConfig,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.TriggerPrimitiveConfig,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.tp_conf,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,CompensatorMask,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.CompensatorMask,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.compensator,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,InverterMask,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.InverterMask,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.inverters,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,FullStreamChannelList,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.FullStreamChannelList,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.full_stream_channels,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,Slot,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.Slot,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.slot,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,RequestTimeoutMs,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.RequestTimeoutMs,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.timeout_ms,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,BiasControl,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.BiasControl,CURRENT PROTOBUF,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,ConfigureRequest.biasctrl,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,SelfTriggerConfigRaw,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerConfigRaw,LOCAL READABLE,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,stuffregs.OFF_ST_CONFIG,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,SelfTriggerDelayRaw,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerDelayRaw,LOCAL READABLE,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,stuffregs.OFF_ST_DELAY,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Run Configuration,SelfTriggerFilterOutputSelect,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerFilterOutputSelect,LOCAL READABLE,DAQ,DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback,one per DAPHNE board,stuffregs.OFF_ST_FILTER_OUTPUT_SEL,Baseline DCS,All states,Configuration mismatch,No,Read-Only,30000,On-Change
Spy Trigger,SourceSelector,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Spy.Trigger.SourceSelector,LOCAL READABLE,DAQ,DAQ OPC-UA configuration; SC monitoring,one per DAPHNE board,daphne-firmware working tree: spy_trigger_ctrl_reg[1:0] at 0x88000034,Baseline DCS readback; write only through guarded typed operation,All states,Spy-buffer configuration,Context,Read-Only,5000,On-Change
Spy Trigger,Inhibit,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Spy.Trigger.Inhibit,LOCAL READABLE,DAQ,DAQ OPC-UA configuration; SC monitoring,one per DAPHNE board,daphne-firmware working tree: spy_trigger_ctrl_reg[2] at 0x88000034,Baseline DCS readback; write only through guarded typed operation,All states,Spy capture inhibited,Context,Read-Only,5000,On-Change
Readout Stream,TotalPackets,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.TotalPackets,CURRENT PROTOBUF,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,NewPackets,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.NewPackets,CURRENT PROTOBUF,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,TotalDroppedPackets,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.TotalDroppedPackets,CURRENT PROTOBUF,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,NewDroppedPackets,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.NewDroppedPackets,CURRENT PROTOBUF,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,PacketRate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.PacketRate,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,DropRate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DropRate,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,DropFraction,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DropFraction,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,ThrottlingActive,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.ThrottlingActive,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,ThrottleEventCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.ThrottleEventCount,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
Readout Stream,DataPathStale,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DataPathStale,REQUIRED PRODUCTION,DAQ,Read-only; DAQ owns data-path recovery,one per DAPHNE board,InfoResponse.StreamInfo plus required gateware/Hermes health,Baseline DCS,All states,Readout readiness,No,Read-Only,5000,5000
10GbE Readout,Provisioned,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.Provisioned,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,Enabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.Enabled,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,LinkReady,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.LinkReady,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,LocalFault,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.LocalFault,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,RemoteFault,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.RemoteFault,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,TxPacketCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.TxPacketCount,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,TxByteCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.TxByteCount,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,ErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.ErrorCount,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,DestinationIp,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.DestinationIp,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,DestinationPort,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.DestinationPort,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
10GbE Readout,MtuBytes,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.MtuBytes,REQUIRED PRODUCTION,DAQ,DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback,per provisioned 10 GbE data lane; hardware supports up to four,Hermes/10GbE gateware health contract,Baseline DCS,All states,Readout link fault,No,Read-Only,5000,On-Change
Operation,RequestSafeState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.RequestSafeState,REQUIRED PRODUCTION,Slow Controls / DPS,Slow Controls/DPS,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,Baseline controlled,"Normal, Running, Fault",Command audit,Guarded,Write-Only,1000,On-Change
Operation,AcknowledgeRecovery,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.AcknowledgeRecovery,REQUIRED PRODUCTION,Slow Controls,Slow Controls,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,Baseline controlled,Recovery,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ConfigureRun,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureRun,CURRENT PROTOBUF,DAQ,DAQ,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only; not an Ignition operator button,Configure/Calibration,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ConfigureClocks,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureClocks,CURRENT PROTOBUF,DAQ / DTS,DAQ/DTS; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ/DTS OPC-UA roles only,Configure/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ConfigureFrontend,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureFrontend,CURRENT PROTOBUF,DAQ,DAQ,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only; not a casual operator write,Configure/Calibration,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SetControlledBias,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetControlledBias,CURRENT PROTOBUF,DAQ,DAQ,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only; requires SC/DPS permit,Configure/Calibration,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SetAfePowerState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetAfePowerState,CURRENT PROTOBUF,Slow Controls,Slow Controls; DPS may inhibit,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC OPC-UA role only,Off/Standby/Configure/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ResetAfe,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ResetAfe,CURRENT PROTOBUF,DAQ,DAQ; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only,Configure/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,AlignAfes,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.AlignAfes,CURRENT PROTOBUF,DAQ,DAQ; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only,Configure/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SetHdMezzPowerStates,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetHdMezzPowerStates,CURRENT PROTOBUF,Slow Controls,Slow Controls,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,Baseline controlled after commissioning,Off/Standby/Configure/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ConfigureHdMezzProtection,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureHdMezzProtection,EXCLUDED FROM ROUTINE DCS,Slow Controls,Slow Controls with PDS expert role,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC expert only,Maintenance only,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ClearHdMezzAlert,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ClearHdMezzAlert,CURRENT PROTOBUF,Slow Controls,Slow Controls with PDS expert role where required,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC OPC-UA role; restricted,Recovery/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SetFanOverride,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetFanOverride,EXCLUDED FROM ROUTINE DCS,Slow Controls,Slow Controls with PDS expert role,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC expert only,Maintenance only,Command audit,Guarded,Write-Only,1000,On-Change
Operation,ScrapEndpoint,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ScrapEndpoint,CURRENT PROTOBUF,DAQ,DAQ,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only,Stopped/Configure,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SoftwareTrigger,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SoftwareTrigger,CURRENT PROTOBUF,DAQ,DAQ; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role; not routine DCS,Calibration/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,SetSpyTriggerControl,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetSpyTriggerControl,REQUIRED PRODUCTION,DAQ,DAQ; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role only,Configure/Calibration/Maintenance,Command audit,Guarded,Write-Only,1000,On-Change
Operation,DumpSpyBuffers,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.DumpSpyBuffers,EXCLUDED FROM ROUTINE DCS,DAQ,DAQ; PDS expert in maintenance,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,DAQ OPC-UA role; excluded from routine DCS,Maintenance/Calibration,Command audit,Guarded,Write-Only,1000,On-Change
Operation,WriteAfeRegister,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.WriteAfeRegister,EXCLUDED FROM ROUTINE DCS,PDS expert (maintenance only),PDS expert,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,Excluded from routine DCS,Maintenance only,Command audit,Guarded,Write-Only,1000,On-Change
Operation,WriteMultipleFpgaRegisters,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.WriteMultipleFpgaRegisters,EXCLUDED FROM ROUTINE DCS,PDS expert (maintenance only),PDS expert,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,Excluded from routine DCS,Maintenance only,Command audit,Guarded,Write-Only,1000,On-Change
Operation,FirmwareUpdate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.FirmwareUpdate,EXCLUDED FROM ROUTINE DCS,Slow Controls,Slow Controls with PDS release role,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC expert only,Maintenance only,Command audit,Guarded,Write-Only,1000,On-Change
Operation,RestartBoardService,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.RestartBoardService,REQUIRED PRODUCTION,Slow Controls,Slow Controls with PDS expert role,one per DAPHNE board,Workbook-driven OPC-UA policy; gateway backend adapter where mapped,SC OPC-UA role; restricted,Maintenance/Recovery,Command audit,Guarded,Write-Only,1000,On-Change
