Subsystem,Signal / Tag Name,Description,OPC-UA Node Address,Data Type,Eng Units,Signal Source,Scaling / Derivation,Sensor Span Min,Sensor Span Max,Nominal Value,Desired Range Min,Desired Range Max,Low Interlock (Trip),Low-Low,Low,High,High-High,High Interlock (Trip),Alarm Deadband / Hysteresis,Alarm On-Delay (s),Interlock Action,DCS Access,Historize?,Min Historization Rate (ms),Poll / Scan Rate (ms),Notes,Control Owner
Identity,FactoryMac,Checksum-valid K26 OEM MAC ID 0.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.FactoryMac,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=K26 EEPROM 0x50 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,ApprovedMac,Network-authority-approved production MAC.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.ApprovedMac,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=HWDB / network authority | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,MacIdentityMatch,"EEPROM, HWDB, U-Boot, FDT, Linux and network-admission MACs agree.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.MacIdentityMatch,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=Derived identity check | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,Hostname,Running Linux hostname.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.Hostname,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=Linux + board configuration | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,ExpectedHostname,Hostname assigned by the deployment inventory.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.ExpectedHostname,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=HWDB / deployment inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,HostnameMatch,Runtime hostname equals the assigned value.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.HostnameMatch,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=Derived identity check | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Identity,TimingEndpointAddress,Configured DTS endpoint address.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.TimingEndpointAddress,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=endpointControl.ADDRESS / board inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Identity,CrateId,Gateware crate identity field.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.CrateId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=FpgaRegDict.idCrate | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Identity,SlotId,Gateware slot identity field.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.SlotId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=FpgaRegDict.idSlot | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Identity,LinkId,Gateware link identity field.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.LinkId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=FpgaRegDict.idLink | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Identity,DetectorId,Gateware detector identity field.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.DetectorId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=FpgaRegDict.idDetector | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Identity,RegisterMapVersion,Gateware register-map/interface version.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Identity.RegisterMapVersion,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; expected values owned by HWDB/network authority | INSTANCE=one per DAPHNE board | SOURCE=FpgaRegDict.idVersion | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=HWDB / network authority; SC monitors,HWDB / network authority; SC monitors
Management Network,Name,Linux network interface name.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.Name,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,MacAddress,Active interface MAC address.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.MacAddress,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,PermanentMacAddress,Driver-reported permanent MAC when available.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.PermanentMacAddress,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,Ipv4Address,Active IPv4 address.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.Ipv4Address,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,PrefixLength,IPv4 prefix length.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.PrefixLength,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,DefaultGateway,Selected default IPv4 gateway.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.DefaultGateway,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,DnsServers,Configured DNS server list.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.DnsServers,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,VlanId,Assigned VLAN identifier where applicable.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.VlanId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,OperationalState,Kernel/network-manager operational state.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.OperationalState,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,Carrier,Physical carrier is present.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.Carrier,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,SpeedMbps,Negotiated link speed.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.SpeedMbps,Integer,Mbit/s,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,Duplex,Negotiated duplex mode.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.Duplex,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,MtuBytes,Configured interface MTU.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.MtuBytes,Integer,byte,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,RxBytes,Cumulative received bytes.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.RxBytes,Long,byte,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,RxPackets,Cumulative received packets.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.RxPackets,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,RxErrors,Cumulative receive errors.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.RxErrors,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,RxDropped,Cumulative receive drops.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.RxDropped,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,TxBytes,Cumulative transmitted bytes.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxBytes,Long,byte,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,TxPackets,Cumulative transmitted packets.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxPackets,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,TxErrors,Cumulative transmit errors.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxErrors,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,TxDropped,Cumulative transmit drops.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxDropped,Long,packet,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,10000,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,LinkChangeCount,Observed carrier/operational-state transitions.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.LinkChangeCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Management Network,ConfigurationMatch,MAC/IP/prefix/gateway/VLAN match the deployment inventory.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.ConfigurationMatch,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; network assignment owned externally | INSTANCE=per interface; baseline instance eth0 | SOURCE=Linux rtnetlink/sysfs plus HWDB/network inventory | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Network health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Host,CurrentUtc,Board UTC clock.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.CurrentUtc,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=Linux clock | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Host health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Host,UnixTimeNs,Board UNIX time in nanoseconds.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.UnixTimeNs,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=Linux clock | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Host health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
Host,UptimeSeconds,Host uptime.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.UptimeSeconds,Long,s,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,60000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=Linux /proc/uptime | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Host health | INTERLOCK=No | CONTROL_OWNER=Slow Controls,Slow Controls
